id,first_name,last_name,position,equipo
601,Tod,Murphy,,Minnesota Timberwolves
602,Lafayette,Lever,,Denver Nuggets
603,Corey,Gaines,,Brooklyn Nets
604,Mitch,Richmond,,Sacramento Kings
605,Kevin,Edwards,,Miami Heat
606,Haywoode,Workman,,Indiana Pacers
607,Tom,Hammonds,,Denver Nuggets
608,Rumeal,Robinson,,Atlanta Hawks
609,Greg,Kite,,Orlando Magic
610,Vinnie,Johnson,,Detroit Pistons
611,Jack,Sikma,,Oklahoma City Thunder
612,Delaney,Rudd,,Utah Jazz
613,Ed,Nealy,,Sacramento Kings
614,Wayne,Cooper,,Denver Nuggets
615,Sleepy,Floyd,,Houston Rockets
616,Felton,Spencer,,Minnesota Timberwolves
617,Tyrone,Corbin,,Atlanta Hawks
618,Marcus,Liberty,,Denver Nuggets
619,Walter,Davis,,Phoenix Suns
620,Tyrone,Hill,,Cleveland Cavaliers
621,Alec,Kessler,,Miami Heat
622,Terry,Davis,,Dallas Mavericks
623,Larry,Robinson,,Atlanta Hawks
624,Sidney,Moncrief,,Milwaukee Bucks
625,Jeff,Turner,,Orlando Magic
626,Scott,Hastings,,Atlanta Hawks
627,Alvin,Robertson,,San Antonio Spurs
628,Steve,Henson,,Milwaukee Bucks
629,Andy,Toolson,,Utah Jazz
630,Thurl,Bailey,,Utah Jazz
631,Kurt,Rambis,,Los Angeles Lakers
632,Clyde,Drexler,,Portland Trail Blazers
633,David,Wood,,Golden State Warriors
634,Sam,Mitchell,,Minnesota Timberwolves
635,Rodney,McCray,,Houston Rockets
636,Blair,Rasmussen,,Denver Nuggets
637,Kevin,Pritchard,,Golden State Warriors
638,Milt,Wagner,,Los Angeles Lakers
639,Bernard,King,,Washington Wizards
640,Roy,Hinson,,Cleveland Cavaliers
641,Matt,Bullard,,Houston Rockets
642,Alan,Ogg,,Miami Heat
643,Kevin,Lynch,,Charlotte Hornets
644,Larry,Krystkowiak,,Milwaukee Bucks
645,Pete,Chilcutt,,Memphis Grizzlies
646,Randy,Brown,,Chicago Bulls
647,Elliot,Perry,,Phoenix Suns
648,Jimmy,Oliver,,Boston Celtics
649,Terrell,Brandon,,Cleveland Cavaliers
650,Greg,Sutton,,Charlotte Hornets
651,Tom,Copa,,San Antonio Spurs
652,Donald,Hodge,,Dallas Mavericks
653,Joao,Vianna,,Dallas Mavericks
654,Mike,Iuzzolino,,Dallas Mavericks
655,Greg,Anthony,,New York Knicks
656,Albert,King,,Brooklyn Nets
657,Tellis,Frank,,Golden State Warriors
658,David,Benoit,,Utah Jazz
659,Demetrius,Calip,,Los Angeles Lakers
660,Dikembe,Mutombo,G,Denver Nuggets
661,Mark,Macon,,Denver Nuggets
662,Chris,Gatling,,Golden State Warriors
663,Victor,Alexander,,Golden State Warriors
664,Mark,Randall,,Minnesota Timberwolves
665,Mitchell,Wiggins,,Houston Rockets
666,Tharon,Mayes,,Philadelphia 76ers
667,Charles,Thomas,,Detroit Pistons
668,Robert,Pack,G,Denver Nuggets
669,John,Bagley,,Cleveland Cavaliers
670,Rick,Fox,,Los Angeles Lakers
671,Larry,Johnson,,Charlotte Hornets
672,Alexander,Volkov,,Atlanta Hawks
673,Stacey,Augmon,F,Atlanta Hawks
674,Carl,Thomas,,Cleveland Cavaliers
675,Steven,Smith,C,Atlanta Hawks
676,Stanley,Roberts,,LA Clippers
677,Doug,Lee,,Brooklyn Nets
678,Rafael,Addison,,Brooklyn Nets
679,Sean,Green,,Indiana Pacers
680,Corey,Crowder,,Utah Jazz
681,Eric,Murdock,,Milwaukee Bucks
682,Kevin,Brooks,,Denver Nuggets
683,Carlton,McKinney,,LA Clippers
684,Billy,Owens,,Golden State Warriors
685,Doug,Smith,,Dallas Mavericks
686,Marty,Conlon,,Milwaukee Bucks
687,Rich,King,,Oklahoma City Thunder
688,Brad,Sellers,,Chicago Bulls
689,Rodney,Monroe,,Atlanta Hawks
690,Lanard,Copeland,,Philadelphia 76ers
691,LeRon,Ellis,,Charlotte Hornets
692,Larry,Stewart,,Washington Wizards
693,John,Turner,,Houston Rockets
694,Charles,Shackleford,,Brooklyn Nets
695,Keith,Owens,,Los Angeles Lakers
696,Paul,Graham,,Atlanta Hawks
697,Kenny,Anderson,G,Brooklyn Nets
698,Carl,Herrera,F,Houston Rockets
699,Myron,Brown,,Minnesota Timberwolves
700,Dale,Davis,G,Indiana Pacers
701,Labradford,Smith,,Washington Wizards
702,Bison,Dele,,Denver Nuggets
703,Chuck,Nevitt,,Detroit Pistons
704,Patrick,Eddie,,New York Knicks
705,David,Rivers,,LA Clippers
706,Luc,Longley,,Chicago Bulls
707,Bob,McCann,,Minnesota Timberwolves
708,Donald,Royal,,Orlando Magic
709,Anthony,Bowie,,Orlando Magic
710,Chris,Corchiani,,Orlando Magic
711,Stephen,Thompson,,Sacramento Kings
712,Jeff,Ruland,,Washington Wizards
713,Ronnie,Grandison,,Boston Celtics
714,Lamont,Strothers,,Dallas Mavericks
715,Tracy,Moore,,Dallas Mavericks
716,Jaren,Jackson,,San Antonio Spurs
717,Ennis,Whatley,,Chicago Bulls
718,Brian,Howard,,Dallas Mavericks
719,Steve,Burtt,,Golden State Warriors
720,Cedric,Hunter,,Charlotte Hornets
721,Stephen,Bardo,,Dallas Mavericks
722,Cliff,T. Robinson,,Cleveland Cavaliers
723,Derek,Strong,,Orlando Magic
724,Bobby,Phills,,Cleveland Cavaliers
725,Anthony,Avent,,Milwaukee Bucks
726,Lee,Mayberry,,Milwaukee Bucks
727,Todd,Day,,Milwaukee Bucks
728,Tony,Bennett,,Charlotte Hornets
729,Brent,Price,,Washington Wizards
730,Don,MacLean,,Washington Wizards
731,Tom,Gugliotta,C,Phoenix Suns
732,Walt,Williams,,Sacramento Kings
733,Lloyd,Daniels,,San Antonio Spurs
734,Vinny,Del Negro,,San Antonio Spurs
735,Shaquille,O'Neal,C,Los Angeles Lakers
736,Adam,Keefe,,Utah Jazz
737,Clar.,Weatherspoon,C,Philadelphia 76ers
738,Robert,Horry,G,Los Angeles Lakers
739,Chris,Smith,,Minnesota Timberwolves
740,Christian,Laettner,G,Minnesota Timberwolves
741,Gundars,Vetra,,Minnesota Timberwolves
742,Corey,Williams,G,Chicago Bulls
743,Elmore,Spencer,,LA Clippers
744,Anthony,Peeler,G,Minnesota Timberwolves
745,Duane,Cooper,,Los Angeles Lakers
746,John,Crotty,,Utah Jazz
747,Stephen,Howard,,Utah Jazz
748,Byron,Houston,,Golden State Warriors
749,Keith,Jennings,,Golden State Warriors
750,Latrell,Sprewell,,Golden State Warriors
751,Bryant,Stith,,Denver Nuggets
752,LaPhonso,Ellis,,Denver Nuggets
753,Matt,Othick,,San Antonio Spurs
754,Sam,Mack,,Houston Rockets
755,Anthony,Pullard,,Milwaukee Bucks
756,Malik,Sealy,,LA Clippers
757,Hubert,Davis,,New York Knicks
758,Sean,Rooks,F,LA Clippers
759,Walter,Bond,,Utah Jazz
760,Harold,Miner,,Miami Heat
761,Oliver,Miller,,Phoenix Suns
762,Lorenzo,Williams,,Dallas Mavericks
763,Dave,Johnson,,Portland Trail Blazers
764,Reggie,Smith,,Portland Trail Blazers
765,Tracy,Murray,F,Washington Wizards
766,Robert,Werdann,,Denver Nuggets
767,Alex,Stivrins,,Phoenix Suns
768,Frank,Johnson,,Washington Wizards
769,Randy,Woods,,LA Clippers
770,Litterial,Green,,Orlando Magic
771,Alonzo,Mourning,G,Miami Heat
772,Alex,Blackwell,,Los Angeles Lakers
773,Isaiah,Morris,,Detroit Pistons
774,Doug,Overton,G,Washington Wizards
775,Eric,Anderson,,New York Knicks
776,Tim,Kempton,,Charlotte Hornets
777,Stan,Kimbrough,,Detroit Pistons
778,Jay,Guidinger,,Cleveland Cavaliers
779,Gary,Plummer,,Golden State Warriors
780,Matt,Geiger,,Charlotte Hornets
781,Marcus,Webb,,Boston Celtics
782,Jojo,English,,Chicago Bulls
783,Marlon,Maxey,,Minnesota Timberwolves
784,Jon,Barry,F,Milwaukee Bucks
785,Richard,Dumas,,Phoenix Suns
786,Radisav,Curcic,,Dallas Mavericks
787,Andre,Spencer,,Sacramento Kings
788,Dexter,Cambridge,,Dallas Mavericks
789,Joe,Courtney,,Phoenix Suns
790,Duane,Washington,,Brooklyn Nets
791,Melvin,Newbern,,Detroit Pistons
792,Ricky,Blanton,,Chicago Bulls
793,Jim,Jackson,F,Dallas Mavericks
794,Barry,Stevens,,Golden State Warriors
795,Doug,Christie,G,Sacramento Kings
796,Pat,Durham,,Minnesota Timberwolves
797,Thomas,Jordan,,Philadelphia 76ers
798,Gary,Alexander,,Cleveland Cavaliers
799,Anfernee,Hardaway,G,Orlando Magic
800,Keith,Tower,,LA Clippers
801,Chris,Whitney,C,Washington Wizards
802,Josh,Grant,,Golden State Warriors
803,Bobby,Hurley,,Sacramento Kings
804,Mike,Peplowski,,Sacramento Kings
805,Darnell,Mee,,Denver Nuggets
806,Rodney,Rogers,G,LA Clippers
807,Acie,Earl,,Boston Celtics
808,Dino,Radja,,Boston Celtics
809,Chris,Mills,,Cleveland Cavaliers
810,Vin,Baker,F,Oklahoma City Thunder
811,Antonio,Harvey,,Los Angeles Lakers
812,Nick,Van Exel,G,Los Angeles Lakers
813,Terry,Dehere,,LA Clippers
814,James,Robinson,,Portland Trail Blazers
815,Corie,Blount,,Chicago Bulls
816,Toni,Kukoc,F,Chicago Bulls
817,Michael,Curry,F,Detroit Pistons
818,Shawn,Bradley,F,Dallas Mavericks
819,Warren,Kidd,,Philadelphia 76ers
820,Calbert,Cheaney,F,Washington Wizards
821,Mitchell,Butler,F,Washington Wizards
822,Tito,Horford,,Milwaukee Bucks
823,Bryon,Russell,G,Utah Jazz
824,Luther,Wright,,Utah Jazz
825,Darren,Morningstar,,Dallas Mavericks
826,Jamal,Mashburn,,Dallas Mavericks
827,Lucious,Harris,G,Brooklyn Nets
828,Popeye,Jones,,Dallas Mavericks
829,Eric,Riley,,Houston Rockets
830,Sam,Cassell,G,Milwaukee Bucks
831,P.J.,Brown,G,New Orleans Pelicans
832,Rex,Walters,,Brooklyn Nets
833,Antonio,Davis,C,Indiana Pacers
834,Allan,Houston,G,New York Knicks
835,Lindsey,Hunter,G,Detroit Pistons
836,Brian,Davis,,Minnesota Timberwolves
837,Isaiah,Rider,,Minnesota Timberwolves
838,Matt,Wenstrom,,Boston Celtics
839,Scott,Haskin,,Indiana Pacers
840,Gerald,Madkins,,Cleveland Cavaliers
841,Greg,Graham,,Philadelphia 76ers
842,Ervin,Johnson,C,Milwaukee Bucks
843,George,Lynch,G,New Orleans Pelicans
844,Bob,Martin,,LA Clippers
845,Ricky,Grace,,Atlanta Hawks
846,Sedric,Toney,,Atlanta Hawks
847,Chris,Webber,F,Sacramento Kings
848,Gheorghe,Muresan,,Washington Wizards
849,Richard,Petruska,,Houston Rockets
850,Kevin,Thompson,,Portland Trail Blazers
851,Adonis,Jordan,,Denver Nuggets
852,Scott,Burrell,,Charlotte Hornets
853,Dell,Demps,,San Antonio Spurs
854,Evers,Burns,,Sacramento Kings
855,Aaron,Williams,C,Brooklyn Nets
856,Stanley,Jackson,,Minnesota Timberwolves
857,David,Wesley,G,Charlotte Hornets
858,Chris,King,,Memphis Grizzlies
859,Doug,Edwards,,Atlanta Hawks
860,Harold,Ellis,,LA Clippers
861,Malcolm,Mackey,,Phoenix Suns
862,Ben,Coleman,,Philadelphia 76ers
863,Roy,Marble,,Atlanta Hawks
864,Reggie,Jordan,,Minnesota Timberwolves
865,Chad,Gallagher,,Utah Jazz
866,Bo,Outlaw,G,Orlando Magic
867,Bill,Edwards,,Philadelphia 76ers
868,Andrew,Gaze,,San Antonio Spurs
869,Alphonso,Ford,,Oklahoma City Thunder
870,Andres,Guibert,,Minnesota Timberwolves
871,Skeeter,Henry,,Phoenix Suns
872,Chris,Jent,,New York Knicks
873,Geert,Hammink,,Orlando Magic
874,Jalen,Rose,G,Indiana Pacers
875,Reggie,Slater,,Toronto Raptors
876,Askia,Jones,,Minnesota Timberwolves
877,Donyell,Marshall,G,Golden State Warriors
878,Howard,Eisley,G,Utah Jazz
879,Grant,Hill,F,Detroit Pistons
880,Anthony,Miller,F,Los Angeles Lakers
881,Eddie,Jones,G,Miami Heat
882,Dickey,Simpkins,,Chicago Bulls
883,Eric,Piatkowski,G,LA Clippers
884,Lamond,Murray,F,LA Clippers
885,Matt,Fish,,LA Clippers
886,Aaron,McKie,G,Philadelphia 76ers
887,Eric,Montross,,Detroit Pistons
888,Fred,Vinson,G,Oklahoma City Thunder
889,Tom,Hovasse,,Atlanta Hawks
890,Jamie,Watson,,Utah Jazz
891,Khalid,Reeves,,Dallas Mavericks
892,Brian,Grant,G,Miami Heat
893,Henry,Turner,,Sacramento Kings
894,Michael,Smith,,Sacramento Kings
895,Antonio,Lang,,Cleveland Cavaliers
896,Wesley,Person,G,Cleveland Cavaliers
897,B.J.,Tyler,,Philadelphia 76ers
898,Derrick,Alston,,Philadelphia 76ers
899,Sharone,Wright,,Philadelphia 76ers
900,Eric,Mobley,,Memphis Grizzlies
901,Darrin,Hancock,,Charlotte Hornets
902,Bill,Curley,,Detroit Pistons
903,Anthony,Tucker,,Washington Wizards
904,Tim,Breaux,,Houston Rockets
905,Zan,Tabak,,Toronto Raptors
906,Brooks,Thompson,,Orlando Magic
907,Glenn,Robinson,G,Milwaukee Bucks
908,Jason,Kidd,G,Brooklyn Nets
909,Tony,Dumas,,Dallas Mavericks
910,Monty,Williams,G,Orlando Magic
911,Carlos,Rogers,,Toronto Raptors
912,Sergei,Bazarevich,,Atlanta Hawks
913,Julius,Nwosu,,San Antonio Spurs
914,Trevor,Ruffin,,Philadelphia 76ers
915,Yinka,Dare,,Brooklyn Nets
916,Greg,Minor,,Boston Celtics
917,Clifford,Rozier,,Golden State Warriors
918,Charlie,Ward,G,New York Knicks
919,Dontonio,Wingfield,,Portland Trail Blazers
920,Aaron,Swinson,,Phoenix Suns
921,Jim,McIlvaine,,Oklahoma City Thunder
922,Juwan,Howard,C,Washington Wizards
923,James,Blackwell,,Boston Celtics
924,Ivano,Newbill,,Atlanta Hawks
925,Dwayne,Morton,,Golden State Warriors
926,Chris,Childs,,New York Knicks
927,Ryan,Lorthridge,,Golden State Warriors
928,Elmer,Bennett,,Philadelphia 76ers
929,Darrick,Martin,G,LA Clippers
930,Jerome,Harmon,,Philadelphia 76ers
931,Mark,Strickland,,Miami Heat
932,Eldridge,Recasner,,Atlanta Hawks
933,Darrell,Armstrong,C,Orlando Magic
934,Derrick,Phelps,,Sacramento Kings
935,Cherokee,Parks,,Minnesota Timberwolves
936,Loren,Meyer,,Dallas Mavericks
937,Charles,Claxton,,Boston Celtics
938,Eric,Williams,F,Boston Celtics
939,Junior,Burrough,,Boston Celtics
940,Brent,Barry,G,Oklahoma City Thunder
941,Chris,Carr,G,Minnesota Timberwolves
942,Michael,Finley,F,Dallas Mavericks
943,Greg,Ostertag,F,Utah Jazz
944,Eric,Snow,G,Philadelphia 76ers
945,Sherell,Ford,,Oklahoma City Thunder
946,Jerry,Stackhouse,F,Detroit Pistons
947,Jeff,Webster,,Washington Wizards
948,Rasheed,Wallace,F,Portland Trail Blazers
949,Arvydas,Sabonis,,Portland Trail Blazers
950,Gary,Trent,,Minnesota Timberwolves
951,Randolph,Childress,,Portland Trail Blazers
952,Bryant,Reeves,,Memphis Grizzlies
953,Lawrence,Moten,,Memphis Grizzlies
954,Jason,Caffey,,Chicago Bulls
955,George,Zidek,,Charlotte Hornets
956,Alvin,Heggs,,Houston Rockets
957,Joe,Smith,F,Minnesota Timberwolves
958,Alan,Henderson,G,Atlanta Hawks
959,Travis,Best,G,Indiana Pacers
960,Damon,Stoudamire,G,Portland Trail Blazers
961,Jimmy,King,,Toronto Raptors
962,Ed,O'Bannon,,Brooklyn Nets
963,Lou,Roe,,Detroit Pistons
964,Theo,Ratliff,F,Philadelphia 76ers
965,Antonio,McDyess,F,Detroit Pistons
966,Bob,Sura,,Cleveland Cavaliers
967,Donny,Marshall,,Cleveland Cavaliers
968,John,Amaechi,G,Orlando Magic
969,Tyus,Edney,,Sacramento Kings
970,Jerome,Allen,,Indiana Pacers
971,Kevin,Garnett,G,Minnesota Timberwolves
972,Mark,Davis,,Philadelphia 76ers
973,Marques,Bragg,,Minnesota Timberwolves
974,Shawn,Respert,,Milwaukee Bucks
975,Fred,Hoiberg,G,Chicago Bulls
976,Frankie,King,,Philadelphia 76ers
977,Don,Reid,,Detroit Pistons
978,Kurt,Thomas,F,New York Knicks
979,Sasha,Danilovic,,Miami Heat
980,Terrence,Rencher,,Miami Heat
981,Cory,Alexander,,San Antonio Spurs
982,Howard,Nathan,,Atlanta Hawks
983,Todd,Mundt,,Atlanta Hawks
984,David,Vaughn,,Orlando Magic
985,Log,Vander Velden,,LA Clippers
986,Ashraf,Amaya,,Memphis Grizzlies
987,Stefano,Rusconi,,Phoenix Suns
988,Larry,Sykes,,Boston Celtics
989,Vincenzo,Esposito,,Toronto Raptors
990,Corliss,Williamson,F,Sacramento Kings
991,Rastko,Cvetkovic,,Denver Nuggets
992,Corey,Beck,,Charlotte Hornets
993,Voshon,Lenard,G,Miami Heat
994,Anthony,Goldwire,G,Denver Nuggets
995,Andrew,DeClercq,G,Orlando Magic
996,Richard,Manning,,Memphis Grizzlies
997,Clint,McDaniel,,Sacramento Kings
998,Martin,Lewis,,Toronto Raptors
999,Dwayne,Whitfield,,Toronto Raptors
1000,Mario,Bennett,,Los Angeles Lakers
1001,Melvin,Booker,,Golden State Warriors
1002,Darryl,Johnson,,Cleveland Cavaliers
1003,John,Coker,,Phoenix Suns
1004,Donnie,Boyce,,Atlanta Hawks
1005,Thomas,Hamilton,,Houston Rockets
1006,Robert,Churchwell,,Golden State Warriors
1007,Cuonzo,Martin,,Memphis Grizzlies
1008,Cedric,Lewis,,Washington Wizards
1009,Antoine,Walker,F,Boston Celtics
1010,Brett,Szabo,,Boston Celtics
1011,Brent,Scott,,Indiana Pacers
1012,Erick,Dampier,G,Golden State Warriors
1013,Jerome,Williams,G,Detroit Pistons
1014,John,Wallace,F,Toronto Raptors
1015,Walter,McCarty,F,Boston Celtics
1016,Marcus,Camby,F,Denver Nuggets
1017,Donald,Whiteside,,Toronto Raptors
1018,Shareef,Abdur-Rahim,F,Memphis Grizzlies
1019,Roy,Rogers,,Memphis Grizzlies
1020,Ben,Wallace,F,Detroit Pistons
1021,Reggie,Geary,,San Antonio Spurs
1022,Vitaly,Potapenko,C,Boston Celtics
1023,Ed,O'Bannon,F,Brooklyn Nets
1024,Kerry,Kittles,G,Brooklyn Nets
1025,Erick,Strickland,G,Dallas Mavericks
1026,Darvin,Ham,F,Milwaukee Bucks
1027,Stephon,Marbury,G,New York Knicks
1028,Shane,Heal,,Minnesota Timberwolves
1029,Dean,Garrett,,Minnesota Timberwolves
1030,Priest,Lauderdale,,Denver Nuggets
1031,Ike,Austin,,Miami Heat
1032,Loy,Vaught,F,LA Clippers
1033,Lorenzen,Wright,F,Memphis Grizzlies
1034,Todd,Fuller,C,Golden State Warriors
1035,Ray,Owes,,Golden State Warriors
1036,Ray,Allen,G,Milwaukee Bucks
1037,Allen,Iverson,G,Philadelphia 76ers
1038,Mark,Bradtke,,Philadelphia 76ers
1039,Steve,Nash,G,Phoenix Suns
1040,Ben,Davis,,Phoenix Suns
1041,Derek,Fisher,G,Los Angeles Lakers
1042,Travis,Knight,F,Los Angeles Lakers
1043,Kobe,Bryant,G,Los Angeles Lakers
1044,Matt,Maloney,G,Houston Rockets
1045,Othella,Harrington,G,New York Knicks
1046,Randy,Livingston,,Phoenix Suns
1047,Emanual,Davis,,Oklahoma City Thunder
1048,Shandon,Anderson,G,New York Knicks
1049,Malik,Rose,G,San Antonio Spurs
1050,Tony,Delk,F,Phoenix Suns
1051,Jeff,McInnis,F,LA Clippers
1052,Dontae',Jones,,Boston Celtics
1053,Nate,Driggers,,Boston Celtics
1054,Samaki,Walker,F,Los Angeles Lakers
1055,Amal,McCaskill,F,Philadelphia 76ers
1056,James,Scott,,Miami Heat
1057,Mark,Hendrickson,,Sacramento Kings
1058,Aleksandar,Djordjevic,,Portland Trail Blazers
1059,Jermaine,O'Neal,G,Indiana Pacers
1060,Chris,Robinson,,Memphis Grizzlies
1061,Kevin,Salvadori,,Sacramento Kings
1062,Evric,Gray,,Brooklyn Nets
1063,Moochie,Norris,C,Houston Rockets
1064,Devin,Gray,,Houston Rockets
1065,Martin,Muursepp,,Dallas Mavericks
1066,Gaylon,Nickerson,,San Antonio Spurs
1067,Marcus,Brown,G,Portland Trail Blazers
1068,Robert,Werdann,,Denver Nuggets
1069,Ruben,Nembhard,,Utah Jazz
1070,Jamie,Feick,,Brooklyn Nets
1071,Jason,Sasser,G,Memphis Grizzlies
1072,Tony,Farmer,,Golden State Warriors
1073,Shawnelle,Scott,,Cleveland Cavaliers
1074,Brian,Evans,,Orlando Magic
1075,Steve,Hamer,,Boston Celtics
1076,Dexter,Boney,,Phoenix Suns
1077,Michael,Hawkins,,Boston Celtics
1078,Joe,Stephens,,Memphis Grizzlies
1079,Horacio,Llamas,,Phoenix Suns
1080,Jimmy,Carruth,,Milwaukee Bucks
1081,Bruce,Bowen,F,San Antonio Spurs
1082,Stevin,Smith,,Dallas Mavericks
1083,Matt,Steigenga,,Chicago Bulls
1084,Kevin,Ollie,G,Philadelphia 76ers
1085,Bubba,Wells,,Dallas Mavericks
1086,Antonio,Daniels,G,San Antonio Spurs
1087,Tracy,McGrady,G,Houston Rockets
1088,Chris,Garner,,Toronto Raptors
1089,Tim,Duncan,F,San Antonio Spurs
1090,Tony,Battie,F,Boston Celtics
1091,Bobby,Jackson,G,Sacramento Kings
1092,Danny,Fortson,F,Denver Nuggets
1093,Eric,Washington,,Denver Nuggets
1094,Etdrick,Bohannon,,LA Clippers
1095,Mark,Pope,F,Milwaukee Bucks
1096,Ron,Mercer,G,Boston Celtics
1097,Chauncey,Billups,G,Detroit Pistons
1098,John,Thomas,F,Toronto Raptors
1099,Kelvin,Cato,F,Houston Rockets
1100,Alvin,Williams,G,Toronto Raptors
1101,Maurice,Taylor,G,Houston Rockets
1102,Keith,Closs,,LA Clippers
1103,Adonal,Foyle,G,Golden State Warriors
1104,DeJuan,Wheat,,Memphis Grizzlies
1105,Ed,Gray,,Atlanta Hawks
1106,Chris,Crawford,G,Atlanta Hawks
1107,Zydrunas,Ilgauskas,C,Cleveland Cavaliers
1108,Derek,Anderson,G,Portland Trail Blazers
1109,Brevin,Knight,F,Cleveland Cavaliers
1110,Cedric,Henderson,,Cleveland Cavaliers
1111,Rodrick,Rhodes,,Houston Rockets
1112,Jacque,Vaughn,G,Utah Jazz
1113,Troy,Hudson,G,Minnesota Timberwolves
1114,Jerald,Honeycutt,,Milwaukee Bucks
1115,Jeff,Nordgaard,,Milwaukee Bucks
1116,Tim,Thomas,G,Milwaukee Bucks
1117,God,Shammgod,,Washington Wizards
1118,Scot,Pollard,G,Sacramento Kings
1119,Keith,Van Horn,F,Brooklyn Nets
1120,Michael,Stewart,C,Toronto Raptors
1121,Anthony,Johnson,F,Indiana Pacers
1122,Derek,Grimm,,Sacramento Kings
1123,Lawrence,Funderburke,,Sacramento Kings
1124,Chris,Anstey,,Dallas Mavericks
1125,Rick,Brunson,F,Portland Trail Blazers
1126,Travis,Williams,,Charlotte Hornets
1127,Tariq,Abdul-Wahad,F,Sacramento Kings
1128,Charles,Smith,G,San Antonio Spurs
1129,Keith,Booth,,Chicago Bulls
1130,Ed,Stokes,,Toronto Raptors
1131,Charles,O'Bannon,,Detroit Pistons
1132,Austin,Croshere,C,Indiana Pacers
1133,Rusty,LaRue,,Chicago Bulls
1134,Kiwane,Garris,,Denver Nuggets
1135,Marko,Milic,,Phoenix Suns
1136,Johnny,Taylor,,Denver Nuggets
1137,James,Cotton,,Oklahoma City Thunder
1138,James,Collins,,LA Clippers
1139,Anthony,Parker,F,Toronto Raptors
1140,Jason,Lawson,,Orlando Magic
1141,Kebu,Stewart,,Philadelphia 76ers
1142,Kelly,McCarty,,Denver Nuggets
1143,Drew,Barry,,Atlanta Hawks
1144,Michael,McDonald,,Charlotte Hornets
1145,Brandon,Williams,G,Golden State Warriors
1146,William,Cunningham,,Brooklyn Nets
1147,Shea,Seals,,Los Angeles Lakers
1148,Reggie,Hanson,,Boston Celtics
1149,Rashard,Lewis,G,Oklahoma City Thunder
1150,Jelani,McCoy,F,Oklahoma City Thunder
1151,Vladimir,Stepania,F,Miami Heat
1152,Larry,Hughes,G,Washington Wizards
1153,Casey,Shaw,,Philadelphia 76ers
1154,Nazr,Mohammed,F,Charlotte Hornets
1155,Ricky,Davis,F,Cleveland Cavaliers
1156,Brad,Miller,G,Sacramento Kings
1157,Mikki,Moore,F,Detroit Pistons
1158,Michael,Doleac,C,Orlando Magic
1159,Matt,Harpring,F,Utah Jazz
1160,Miles,Simon,,Orlando Magic
1161,Jason,Williams,G,Memphis Grizzlies
1162,Peja,Stojakovic,F,Sacramento Kings
1163,Jerome,James,F,Oklahoma City Thunder
1164,Peter,Aluma,,Sacramento Kings
1165,Gerard,King,,Washington Wizards
1166,Mark,Baker,,Toronto Raptors
1167,Sean,Marks,C,New Orleans Pelicans
1168,Paul,Pierce,F,Boston Celtics
1169,Marlon,Garnett,,Boston Celtics
1170,Jahidi,White,C,Washington Wizards
1171,Randell,Jackson,,Washington Wizards
1172,Al,Harrington,G,Indiana Pacers
1173,Shammond,Williams,G,Oklahoma City Thunder
1174,Jeff,Sheppard,,Atlanta Hawks
1175,Roshown,McLeod,,Atlanta Hawks
1176,Pat,Garrity,G,Orlando Magic
1177,Gerald,Brown,,Phoenix Suns
1178,Toby,Bailey,,Phoenix Suns
1179,Michael,Olowokandi,F,LA Clippers
1180,Tyrone,Nesby,,LA Clippers
1181,Michael,Dickerson,G,Memphis Grizzlies
1182,Bryce,Drew,,Houston Rockets
1183,John,Coker,,Washington Wizards
1184,Cuttino,Mobley,G,Houston Rockets
1185,Ruben,Patterson,F,Portland Trail Blazers
1186,Sam,Jacobson,,Golden State Warriors
1187,Tyronn,Lue,G,Atlanta Hawks
1188,Kornel,David,,Chicago Bulls
1189,Cory,Carr,,Chicago Bulls
1190,Corey,Benjamin,,Chicago Bulls
1191,Paul,Grant,,Utah Jazz
1192,Andrae,Patterson,,Minnesota Timberwolves
1193,Raef,LaFrentz,C,Denver Nuggets
1194,Keon,Clark,G,Denver Nuggets
1195,Tyson,Wheeler,,Denver Nuggets
1196,Robert,Traylor,G,Cleveland Cavaliers
1197,Earl,Boykins,G,Denver Nuggets
1198,Antawn,Jamison,F,Washington Wizards
1199,Mike,Bibby,G,Sacramento Kings
1200,Felipe,Lopez,G,Memphis Grizzlies
1201,J.R.,Henderson,,Memphis Grizzlies
1202,Bonzi,Wells,G,Portland Trail Blazers
1203,Damon,Jones,G,Cleveland Cavaliers
1204,Charles,R. Jones,,LA Clippers
1205,Ryan,Stack,,Cleveland Cavaliers
1206,Brian,Skinner,F,LA Clippers
1207,Jonathan,Kerner,,Orlando Magic
1208,Korleone,Young,,Detroit Pistons
1209,Trevor,Winter,,Minnesota Timberwolves
1210,Bruno,Sundov,,Indiana Pacers
1211,Mirsad,Turkcan,,Milwaukee Bucks
1212,Alvin,Sims,,Phoenix Suns
1213,Rasho,Nesterovic,C,Minnesota Timberwolves
1214,Todd,MacCulloch,,Philadelphia 76ers
1215,Jumaine,Jones,F,Cleveland Cavaliers
1216,Lamar,Odom,F,Los Angeles Lakers
1217,Obinna,Ekezie,G,Atlanta Hawks
1218,Milt,Palacio,G,Toronto Raptors
1219,Devean,George,G,Los Angeles Lakers
1220,Quincy,Lewis,,Utah Jazz
1221,Scott,Padgett,G,Utah Jazz
1222,Andre,Miller,G,Denver Nuggets
